Index,Random,Target_PDF,PDF,Social_PS,JPSP_Section,Journal,Year,Title,Journal_full,num_studiesa,na,DA,commentsa,codera,num_studiesb,nb,DB,commentsb,coderb,coder_dif,coder_disagree,ChrisResolve,ChrisNotes,ChrisD,N,D
12,5,5,5,NA,,EJP,2015,"Different games for different motives: Comment on Haesevoets, Folmer, and Van Hiel (2015)",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary on another article,Anthony,NA,NA,NA,,,NA,NA
12,5,5,5,NA,,EJP,2015,"Different games for different motives: Comment on Haesevoets, Folmer, and Van Hiel (2015)",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary on another article,Anthony,NA,NA,NA,,,NA,NA
12,5,5,5,NA,,EJP,2015,"Different games for different motives: Comment on Haesevoets, Folmer, and Van Hiel (2015)",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary on another article,Anthony,NA,NA,NA,,,NA,NA
12,5,5,5,NA,,EJP,2015,"Different games for different motives: Comment on Haesevoets, Folmer, and Van Hiel (2015)",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary on another article,Anthony,NA,NA,NA,,,NA,NA
12,5,5,5,NA,,EJP,2015,"Different games for different motives: Comment on Haesevoets, Folmer, and Van Hiel (2015)",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary on another article,Anthony,NA,NA,NA,,,NA,NA
12,5,5,5,NA,,EJP,2015,"Different games for different motives: Comment on Haesevoets, Folmer, and Van Hiel (2015)",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary on another article,Anthony,NA,NA,NA,,,NA,NA
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,181,b,,Guan,2,181,b,,Anthony,0,0,NA,,,181,b
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,150,b,,Guan,2,150,b,,Anthony,0,0,NA,,,150,b
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
9,6,6,6,NA,,EJP,2015,Development of indirect measures of conscientiousness: Combining a facets approach and network analysis,European Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,118,b,,Guan,1,118,b,,Anthony,0,0,NA,,,118,b
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,7,7,7,NA,,EJP,2015,Individual differences in testosterone predict persistence in men,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
21,8,8,8,NA,,EJP,2015,"Contextualized personality, beyond traits",European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,162,m,,Guan,1,162,b,,Anthony,0,0,NA,,,162,b
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
11,9,9,9,NA,,EJP,2015,Individual differences in emotional mimicry: Underlying traits and social consequences,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
23,10,10,10,NA,,EJP,2015,Open peer commentary and author's response,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,219,b,,Guan,1,219,b,,Anthony,0,0,NA,,,219,b
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
17,11,11,11,NA,,EJP,2015,Cooperation in mixed?motive games: The role of individual differences in selfish and social orientation,European Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,599,b,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,599,b,First study was to rate items from various scales for purity (of measured construct),Anthony,0,0,NA,,,599,b
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,11489,b,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,11489,b,First study was to rate items from various scales for purity (of measured construct),Anthony,0,0,NA,,,11489,b
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,NA,,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,NA,,First study was to rate items from various scales for purity (of measured construct),Anthony,NA,NA,NA,,,NA,NA
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,NA,,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,NA,,First study was to rate items from various scales for purity (of measured construct),Anthony,NA,NA,NA,,,NA,NA
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,NA,,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,NA,,First study was to rate items from various scales for purity (of measured construct),Anthony,NA,NA,NA,,,NA,NA
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,NA,,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,NA,,First study was to rate items from various scales for purity (of measured construct),Anthony,NA,NA,NA,,,NA,NA
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,NA,,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,NA,,First study was to rate items from various scales for purity (of measured construct),Anthony,NA,NA,NA,,,NA,NA
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,NA,,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,NA,,First study was to rate items from various scales for purity (of measured construct),Anthony,NA,NA,NA,,,NA,NA
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,NA,,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,NA,,First study was to rate items from various scales for purity (of measured construct),Anthony,NA,NA,NA,,,NA,NA
14,12,12,12,NA,,EJP,2015,"Affect, behaviour, cognition and desire in the big five: An analysis of item content and structure",European Journal of Personality,2,NA,,"This one probably needs further discussion, because we might disagree with each other. The two studies had different sample targets. ",Guan,2,NA,,First study was to rate items from various scales for purity (of measured construct),Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
35,13,13,13,NA,,EJP,2015,The social consequences of personality: Six suggestions for future research,European Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary Article,Anthony,NA,NA,NA,,,NA,NA
2,1,1,1,NA,,EJP,2016,Predicting self?confident behaviour with implicit and explicit self?esteem measures,European Journal of Personality,1,131,b,,Kyle,1,131,b,,Anthony,0,0,NA,,,131,b
